shape\toperation\tbaseline_ms\tcandidate_ms\tspeedup\tmax_abs\tmean_abs\trel_l2\tcosine
M17408_K5120_N2048\tset\t4.5676\t4.6138\t0.9900\t1.43051147e-6\t1.10157155e-7\t1.57471344e-7\t1.0000000000
M5120_K17408_N2048\tadd\t4.6527\t4.7807\t0.9732\t5.72204590e-6\t4.74202554e-7\t3.19844403e-7\t1.0000000000
