8	cand	seqlen_q=2048,seqlen_k=6144,packed_ck_ms=14.8944454,staged_ck_ms=5.14234018,staged_speedup=2.89643335,max_abs=0,mean_abs=0,staged_scratch_bytes=75497472
8	cand	seqlen_q=2048,seqlen_k=8192,packed_ck_ms=20.9065266,staged_ck_ms=7.48472214,staged_speedup=2.79322672,max_abs=0,mean_abs=0,staged_scratch_bytes=83886080
8	base	seqlen_q=2048,seqlen_k=2048,packed_ck_ms=3.451895,staged_ck_ms=1.41635895,staged_speedup=2.43716121,max_abs=6.10351562e-05,mean_abs=5.01400014e-07,staged_scratch_bytes=58720256
8	base	seqlen_q=2048,seqlen_k=4096,packed_ck_ms=9.50925922,staged_ck_ms=3.38769197,staged_speedup=2.80700231,max_abs=1.90734863e-06,mean_abs=9.28949362e-08,staged_scratch_bytes=67108864
8	base	seqlen_q=2048,seqlen_k=6144,packed_ck_ms=14.9161692,staged_ck_ms=5.46247196,staged_speedup=2.73066282,max_abs=9.53674316e-07,mean_abs=5.43407547e-08,staged_scratch_bytes=75497472
8	base	seqlen_q=2048,seqlen_k=8192,packed_ck_ms=20.8490086,staged_ck_ms=7.94305611,staged_speedup=2.6248095,max_abs=4.76837158e-07,mean_abs=3.8546015e-08,staged_scratch_bytes=83886080
9	base	seqlen_q=2048,seqlen_k=2048,packed_ck_ms=3.45745993,staged_ck_ms=1.40604305,staged_speedup=2.45900011,max_abs=6.10351562e-05,mean_abs=5.01400014e-07,staged_scratch_bytes=58720256
9	base	seqlen_q=2048,seqlen_k=4096,packed_ck_ms=9.44958115,staged_ck_ms=3.39161205,staged_speedup=2.78616214,max_abs=1.90734863e-06,mean_abs=9.28949362e-08,staged_scratch_bytes=67108864
9	base	seqlen_q=2048,seqlen_k=6144,packed_ck_ms=14.8477669,staged_ck_ms=5.50923109,staged_speedup=2.69507074,max_abs=9.53674316e-07,mean_abs=5.43407547e-08,staged_scratch_bytes=75497472
9	base	seqlen_q=2048,seqlen_k=8192,packed_ck_ms=20.7242088,staged_ck_ms=7.91853619,staged_speedup=2.61717677,max_abs=4.76837158e-07,mean_abs=3.8546015e-08,staged_scratch_bytes=83886080
9	cand	seqlen_q=2048,seqlen_k=2048,packed_ck_ms=3.4746139,staged_ck_ms=1.35451698,staged_speedup=2.5652051,max_abs=0,mean_abs=0,staged_scratch_bytes=58720256
9	cand	seqlen_q=2048,seqlen_k=4096,packed_ck_ms=9.5959444,staged_ck_ms=3.25037003,staged_speedup=2.95226216,max_abs=0,mean_abs=0,staged_scratch_bytes=67108864
9	cand	seqlen_q=2048,seqlen_k=6144,packed_ck_ms=14.836484,staged_ck_ms=5.03597689,staged_speedup=2.94609857,max_abs=0,mean_abs=0,staged_scratch_bytes=75497472
9	cand	seqlen_q=2048,seqlen_k=8192,packed_ck_ms=20.812212,staged_ck_ms=7.67853022,staged_speedup=2.71044207,max_abs=0,mean_abs=0,staged_scratch_bytes=83886080
10	cand	seqlen_q=2048,seqlen_k=2048,packed_ck_ms=3.46641397,staged_ck_ms=1.369398,staged_speedup=2.53134155,max_abs=0,mean_abs=0,staged_scratch_bytes=58720256
10	cand	seqlen_q=2048,seqlen_k=4096,packed_ck_ms=9.60910225,staged_ck_ms=3.18356705,staged_speedup=3.01834464,max_abs=0,mean_abs=0,staged_scratch_bytes=67108864
10	cand	seqlen_q=2048,seqlen_k=6144,packed_ck_ms=14.8968906,staged_ck_ms=5.07914019,staged_speedup=2.93295527,max_abs=0,mean_abs=0,staged_scratch_bytes=75497472
10	cand	seqlen_q=2048,seqlen_k=8192,packed_ck_ms=20.7848511,staged_ck_ms=7.72949219,staged_speedup=2.68903184,max_abs=0,mean_abs=0,staged_scratch_bytes=83886080
10	base	seqlen_q=2048,seqlen_k=2048,packed_ck_ms=3.47362304,staged_ck_ms=1.40276003,staged_speedup=2.47627735,max_abs=6.10351562e-05,mean_abs=5.01400014e-07,staged_scratch_bytes=58720256
10	base	seqlen_q=2048,seqlen_k=4096,packed_ck_ms=9.60326672,staged_ck_ms=3.38061404,staged_speedup=2.84068704,max_abs=1.90734863e-06,mean_abs=9.28949362e-08,staged_scratch_bytes=67108864
10	base	seqlen_q=2048,seqlen_k=6144,packed_ck_ms=14.9331293,staged_ck_ms=5.44266987,staged_speedup=2.74371386,max_abs=9.53674316e-07,mean_abs=5.43407547e-08,staged_scratch_bytes=75497472
10	base	seqlen_q=2048,seqlen_k=8192,packed_ck_ms=20.7708912,staged_ck_ms=7.7226119,staged_speedup=2.68962002,max_abs=4.76837158e-07,mean_abs=3.8546015e-08,staged_scratch_bytes=83886080
11	base	seqlen_q=2048,seqlen_k=2048,packed_ck_ms=3.46657395,staged_ck_ms=1.41903698,staged_speedup=2.4429059,max_abs=6.10351562e-05,mean_abs=5.01400014e-07,staged_scratch_bytes=58720256
11	base	seqlen_q=2048,seqlen_k=4096,packed_ck_ms=9.48933887,staged_ck_ms=3.39929104,staged_speedup=2.79156423,max_abs=1.90734863e-06,mean_abs=9.28949362e-08,staged_scratch_bytes=67108864
