seqlen_q,seqlen_k,nhead_q,nhead_k,head_dim,causal,native_f32_ms,ck_f16_ms,ck_qo_bridge_ms,ck_full_f32_bridge_ms,native_f32_wall_ms,ck_f16_wall_ms,ck_qo_bridge_wall_ms,ck_full_f32_bridge_wall_ms,ck_f16_gpu_speedup_vs_native_f32,ck_qo_bridge_gpu_speedup,ck_full_f32_bridge_gpu_speedup,ck_f16_wall_speedup_vs_native_f32,ck_qo_bridge_wall_speedup,ck_full_f32_bridge_wall_speedup,max_abs,mean_abs
64,64,8,8,128,1,0.033506,0.013658,0.024630,0.035698,0.033929,0.014530,0.025026,0.036428,2.453,1.360,0.939,2.335,1.356,0.931,1.524016e-05,9.444316e-07
128,128,8,8,128,1,0.035066,0.016656,0.031160,0.045859,0.036069,0.017619,0.032130,0.046196,2.105,1.125,0.765,2.047,1.123,0.781,1.524016e-05,6.439275e-07
256,256,8,8,128,1,0.057807,0.023164,0.038467,0.057925,0.057998,0.024235,0.039089,0.058011,2.496,1.503,0.998,2.393,1.484,1.000,1.524016e-05,4.490289e-07
512,512,8,8,128,1,0.117827,0.038954,0.050913,0.063215,0.118124,0.040321,0.051561,0.063653,3.025,2.314,1.864,2.930,2.291,1.856,1.524016e-05,2.98829e-07
1024,1024,8,8,128,1,0.278423,0.087699,0.102217,0.119797,0.287407,0.091811,0.106547,0.121764,3.175,2.724,2.324,3.130,2.697,2.360,1.524016e-05,1.890178e-07
2048,2048,8,8,128,1,0.766843,0.234705,0.262565,0.286457,0.766516,0.234969,0.260441,0.288606,3.267,2.921,2.677,3.262,2.943,2.656,1.524016e-05,1.173526e-07
4096,4096,8,8,128,1,2.831594,0.772007,0.807430,0.875882,2.845922,0.755332,0.812592,0.883793,3.668,3.507,3.233,3.768,3.502,3.220,1.524016e-05,7.313321e-08
2048,2048,8,2,128,1,0.754099,0.233657,0.259067,0.274767,0.761340,0.237332,0.260185,0.276831,3.227,2.911,2.745,3.208,2.926,2.750,2.326071e-05,1.7643e-07
