trial	order	mode	prefill_ms	prefill_tok_s	gen_tok_s	ck_active
1	1	baseline	9329.75	878.1	33.2	1
1	2	candidate	9385.54	872.8	32.9	1
2	1	candidate	9483.32	863.8	32.8	1
2	2	baseline	9604.46	852.9	33.0	1
3	1	baseline	9596.47	853.6	33.0	1
3	2	candidate	9452.09	866.7	32.8	1
