"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"MEMORY_COPY_HOST_TO_DEVICE",1295,533961947,412325.827799,99.99,4840,1694315,475866.012762
"MEMORY_COPY_DEVICE_TO_HOST",1,57400,57400.000000,0.0107,57400,57400,0.00000000e+00
