"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"MEMORY_ALLOCATION_ALLOCATE",1615,98697873,61113.234056,99.78,371,6050366,195058.446961
"MEMORY_ALLOCATION_FREE",2,215285,107642.500000,0.2177,95294,119991,17463.416175
