"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"SCRATCH_MEMORY_ALLOC",2,286982,143491.000000,99.93,94632,192350,69097.060444
"SCRATCH_MEMORY_FREE",1,190,190.000000,0.0662,190,190,0.00000000e+00
